# i,scycle,rvalve,cvalve,ivalve,draws
4225,264,-2000,-1500,1500,32
4226,264,-2000,-1500,1500,0
4227,264,-2000,-1500,1500,0
4228,264,-2000,-1500,1500,0
4229,264,-2000,-1500,1500,0
4230,264,-2000,-1500,1500,0
4231,264,-2000,-1500,1500,0
4232,264,-2000,-1500,1500,0
4233,264,-2000,-1500,1500,0
4234,264,-2000,-1500,1500,0
4235,264,-2000,-1500,1500,0
4236,264,-2000,-1500,1500,0
4237,264,-2000,-1500,1500,0
4238,264,-2000,-1500,1500,0
4239,265,-2000,-1500,1500,0
4240,265,-2000,-1500,1500,0
4241,265,-2000,-1500,1500,16
4242,265,-2000,-1500,1500,0
4243,265,-2000,-1500,1500,0
4244,265,-2000,-1500,1500,0
4245,265,-2000,-1500,1500,0
4246,265,-2000,-1500,1500,0
4247,265,-2000,-1500,1500,0
4248,265,-2000,-1500,1500,0
4249,265,-2000,-1500,1500,0
4250,265,-2000,-1500,1500,0
4251,265,-2000,-1500,1500,0
4252,265,-2000,-1500,1500,0
4253,265,-2000,-1500,1500,0
4254,265,-2000,-1500,1500,0
4255,266,-2000,-1500,1500,0
4256,266,-2000,-1500,1500,0
4257,266,-2000,-1500,1500,6
4258,266,-2000,-1500,1500,0
4259,266,-2000,-1500,1500,0
4260,266,-2000,-1500,1500,0
4261,266,-2000,-1500,1500,0
4262,266,-2000,-1500,1500,0
4263,266,-2000,-1500,1500,0
4264,266,-2000,-1500,1500,0
4265,266,-2000,-1500,1500,0
4266,266,-2000,-1500,1500,0
4267,266,-2000,-1500,1500,0
4268,266,-2000,-1500,1500,0
4269,266,-2000,-1500,1500,0
4270,266,-2000,-1500,1500,0
4271,267,-2000,-1500,1500,0
4272,267,-2000,-1500,1500,0
4273,267,-2000,-1500,1500,6
4274,267,-2000,-1500,1500,0
4275,267,-2000,-1500,1500,0
4276,267,-2000,-1500,1500,0
4277,267,-2000,-1500,1500,0
4278,267,-2000,-1500,1500,0
4279,267,-2000,-1500,1500,0
4280,267,-2000,-1500,1500,0
4281,267,-2000,-1500,1500,0
4282,267,-2000,-1500,1500,0
4283,267,-2000,-1500,1500,0
4284,267,-2000,-1500,1500,0
4285,267,-2000,-1500,1500,0
4286,267,-2000,-1500,1500,0
4287,268,-2000,-1500,1500,0
4288,268,-2000,-1500,1500,0
4289,268,-2000,-1500,1500,6
4290,268,-2000,-1500,1500,0
4291,268,-2000,-1500,1500,0
4292,268,-2000,-1500,1500,0
4293,268,-2000,-1500,1500,0
4294,268,-2000,-1500,1500,0
4295,268,-2000,-1500,1500,0
4296,268,-2000,-1500,1500,0
4297,268,-2000,-1500,1500,0
4298,268,-2000,-1500,1500,0
4299,268,-2000,-1500,1500,0
4300,268,-2000,-1500,1500,0
4301,268,-2000,-1500,1500,0
4302,268,-2000,-1500,1500,0
4303,269,-2000,-1500,1500,0
4304,269,-2000,-1500,1500,0
4305,269,-2000,-1500,1500,6
4306,269,-2000,-1500,1500,0
4307,269,-2000,-1500,1500,0
4308,269,-2000,-1500,1500,0
4309,269,-2000,-1500,1500,0
4310,269,-2000,-1500,1500,0
4311,269,-2000,-1500,1500,0
4312,269,-2000,-1500,1500,0
4313,269,-2000,-1500,1500,0
4314,269,-2000,-1500,1500,0
4315,269,-2000,-1500,1500,0
4316,269,-2000,-1500,1500,0
4317,269,-2000,-1500,1500,0
4318,269,-2000,-1500,1500,0
4319,270,-2000,-1500,1500,0
4320,270,-2000,-1500,1500,0
4321,270,-2000,-1500,1500,6
4322,270,-2000,-1500,1500,0
4323,270,-2000,-1500,1500,0
4324,270,-2000,-1500,1500,0
4325,270,-2000,-1500,1500,0
4326,270,-2000,-1500,1500,0
4327,270,-2000,-1500,1500,0
4328,270,-2000,-1500,1500,0
4329,270,-2000,-1500,1500,0
4330,270,-2000,-1500,1500,0
4331,270,-2000,-1500,1500,0
4332,270,-2000,-1500,1500,0
4333,270,-2000,-1500,1500,0
4334,270,-2000,-1500,1500,0
4335,271,-2000,-1500,1500,0
4336,271,-2000,-1500,1500,0
4337,271,-2000,-1500,1500,6
4338,271,-2000,-1500,1500,0
4339,271,-2000,-1500,1500,0
4340,271,-2000,-1500,1500,0
4341,271,-2000,-1500,1500,0
4342,271,-2000,-1500,1500,0
4343,271,-2000,-1500,1500,0
4344,271,-2000,-1500,1500,0
4345,271,-2000,-1500,1500,0
4346,271,-2000,-1500,1500,0
4347,271,-2000,-1500,1500,0
4348,271,-2000,-1500,1500,0
4349,271,-2000,-1500,1500,0
4350,271,-2000,-1500,1500,0
4351,272,-2000,-1500,1500,0
4352,272,-2000,-1500,1500,0
4353,272,-2000,-1500,1500,6
4354,272,-2000,-1500,1500,0
4355,272,-2000,-1500,1500,0
4356,272,-2000,-1500,1500,0
4357,272,-2000,-1500,1500,0
4358,272,-2000,-1500,1500,0
4359,272,-2000,-1500,1500,0
4360,272,-2000,-1500,1500,0
4361,272,-2000,-1500,1500,0
4362,272,-2000,-1500,1500,0
4363,272,-2000,-1500,1500,3
4364,272,-2000,-1500,1500,0
4365,272,-2000,-1500,1500,0
4366,272,-2000,-1500,1500,0
4367,273,-2000,-1500,1500,0
4368,273,-2000,-1500,1500,0
4369,273,-2000,-1500,1500,6
4370,273,-2000,-1500,1500,0
4371,273,-2000,-1500,1500,0
4372,273,-2000,-1500,1500,0
4373,273,-2000,-1500,1500,0
4374,273,-2000,-1500,1500,0
4375,273,-2000,-1500,1500,0
4376,273,-2000,-1500,1500,0
4377,273,-2000,-1500,1500,0
4378,273,-2000,-1500,1500,0
4379,273,-2000,-1500,1500,0
4380,273,-2000,-1500,1500,0
4381,273,-2000,-1500,1500,0
4382,273,-2000,-1500,1500,0
4383,274,-2000,-1500,1500,0
4384,274,-2000,-1500,1500,0
4385,274,-2000,-1500,1500,6
4386,274,-2000,-1500,1500,0
4387,274,-2000,-1500,1500,0
4388,274,-2000,-1500,1500,0
4389,274,-2000,-1500,1500,0
4390,274,-2000,-1500,1500,0
4391,274,-2000,-1500,1500,0
4392,274,-2000,-1500,1500,0
4393,274,-2000,-1500,1500,0
4394,274,-2000,-1500,1500,0
4395,274,-2000,-1500,1500,0
4396,274,-2000,-1500,1500,0
4397,274,-2000,-1500,1500,0
4398,274,-2000,-1500,1500,0
4399,275,-2000,-1500,1500,0
4400,275,-2000,-1500,1500,0
4401,275,-2000,-1500,1500,6
4402,275,-2000,-1500,1500,0
4403,275,-2000,-1500,1500,0
4404,275,-2000,-1500,1500,0
4405,275,-2000,-1500,1500,0
4406,275,-2000,-1500,1500,0
4407,275,-2000,-1500,1500,0
4408,275,-2000,-1500,1500,0
4409,275,-2000,-1500,1500,0
4410,275,-2000,-1500,1500,0
4411,275,-2000,-1500,1500,0
4412,275,-2000,-1500,1500,0
4413,275,-2000,-1500,1500,0
4414,275,-2000,-1500,1500,0
4415,276,-2000,-1500,1500,0
4416,276,-2000,-1500,1500,0
4417,276,-2000,-1500,1500,6
4418,276,-2000,-1500,1500,0
4419,276,-2000,-1500,1500,0
4420,276,-2000,-1500,1500,0
4421,276,-2000,-1500,1500,0
4422,276,-2000,-1500,1500,0
4423,276,-2000,-1500,1500,0
4424,276,-2000,-1500,1500,0
4425,276,-2000,-1500,1500,0
4426,276,-2000,-1500,1500,0
4427,276,-2000,-1500,1500,0
4428,276,-2000,-1500,1500,0
4429,276,-2000,-1500,1500,0
4430,276,-2000,-1500,1500,0
4431,277,-2000,-1500,1500,0
4432,277,-2000,-1500,1500,0
4433,277,-2000,-1500,1500,16
4434,277,-2000,-1500,1500,0
4435,277,-2000,-1500,1500,0
4436,277,-2000,-1500,1500,0
4437,277,-2000,-1500,1500,0
4438,277,-2000,-1500,1500,0
4439,277,-2000,-1500,1500,0
4440,277,-2000,-1500,1500,0
4441,277,-2000,-1500,1500,0
4442,277,-2000,-1500,1500,0
4443,277,-2000,-1500,1500,0
4444,277,-2000,-1500,1500,0
4445,277,-2000,-1500,1500,0
4446,277,-2000,-1500,1500,0
4447,278,-2000,-1500,1500,0
4448,278,-2000,-1500,1500,0
4449,278,-2000,-1500,1500,6
4450,278,-2000,-1500,1500,0
4451,278,-2000,-1500,1500,0
4452,278,-2000,-1500,1500,0
4453,278,-2000,-1500,1500,0
4454,278,-2000,-1500,1500,0
4455,278,-2000,-1500,1500,0
4456,278,-2000,-1500,1500,0
4457,278,-2000,-1500,1500,0
4458,278,-2000,-1500,1500,0
4459,278,-2000,-1500,1500,0
4460,278,-2000,-1500,1500,0
4461,278,-2000,-1500,1500,0
4462,278,-2000,-1500,1500,0
4463,279,-2000,-1500,1500,0
4464,279,-2000,-1500,1500,0
4465,279,-2000,-1500,1500,6
4466,279,-2000,-1500,1500,0
4467,279,-2000,-1500,1500,0
4468,279,-2000,-1500,1500,0
4469,279,-2000,-1500,1500,0
4470,279,-2000,-1500,1500,0
4471,279,-2000,-1500,1500,0
4472,279,-2000,-1500,1500,0
4473,279,-2000,-1500,1500,0
4474,279,-2000,-1500,1500,0
4475,279,-2000,-1500,1500,0
4476,279,-2000,-1500,1500,0
4477,279,-2000,-1500,1500,0
4478,279,-2000,-1500,1500,0
4479,280,-2000,-1500,1500,0
4480,280,-2000,-1500,1500,0
4481,280,-2000,-1500,1500,6
4482,280,-2000,-1500,1500,0
4483,280,-2000,-1500,1500,0
4484,280,-2000,-1500,1500,0
4485,280,-2000,-1500,1500,0
4486,280,-2000,-1500,1500,0
4487,280,-2000,-1500,1500,0
4488,280,-2000,-1500,1500,0
4489,280,-2000,-1500,1500,0
4490,280,-2000,-1500,1500,0
4491,280,-2000,-1500,1500,0
4492,280,-2000,-1500,1500,0
4493,280,-2000,-1500,1500,0
4494,280,-2000,-1500,1500,0
4495,281,-2000,-1500,1500,0
4496,281,-2000,-1500,1500,0
4497,281,-2000,-1500,1500,6
4498,281,-2000,-1500,1500,0
4499,281,-2000,-1500,1500,0
4500,281,-2000,-1500,1500,0
4501,281,-2000,-1500,1500,0
4502,281,-2000,-1500,1500,0
4503,281,-2000,-1500,1500,0
4504,281,-2000,-1500,1500,0
4505,281,-2000,-1500,1500,0
4506,281,-2000,-1500,1500,0
4507,281,-2000,-1500,1500,0
4508,281,-2000,-1500,1500,0
4509,281,-2000,-1500,1500,0
4510,281,-2000,-1500,1500,0
4511,282,-2000,-1500,1500,0
4512,282,-2000,-1500,1500,0
4513,282,-2000,-1500,1500,6
4514,282,-2000,-1500,1500,0
4515,282,-2000,-1500,1500,0
4516,282,-2000,-1500,1500,0
4517,282,-2000,-1500,1500,0
4518,282,-2000,-1500,1500,0
4519,282,-2000,-1500,1500,0
4520,282,-2000,-1500,1500,0
4521,282,-2000,-1500,1500,0
4522,282,-2000,-1500,1500,0
4523,282,-2000,-1500,1500,0
4524,282,-2000,-1500,1500,0
4525,282,-2000,-1500,1500,0
4526,282,-2000,-1500,1500,0
4527,283,-2000,-1500,1500,0
4528,283,-2000,-1500,1500,0
4529,283,-2000,-1500,1500,6
4530,283,-2000,-1500,1500,0
4531,283,-2000,-1500,1500,0
4532,283,-2000,-1500,1500,0
4533,283,-2000,-1500,1500,0
4534,283,-2000,-1500,1500,0
4535,283,-2000,-1500,1500,0
4536,283,-2000,-1500,1500,0
4537,283,-2000,-1500,1500,0
4538,283,-2000,-1500,1500,0
4539,283,-2000,-1500,1500,0
4540,283,-2000,-1500,1500,0
4541,283,-2000,-1500,1500,0
4542,283,-2000,-1500,1500,0
4543,284,-2000,-1500,1500,0
4544,284,-2000,-1500,1500,0
4545,284,-2000,-1500,1500,6
4546,284,-2000,-1500,1500,0
4547,284,-2000,-1500,1500,0
4548,284,-2000,-1500,1500,0
4549,284,-2000,-1500,1500,0
4550,284,-2000,-1500,1500,0
4551,284,-2000,-1500,1500,0
4552,284,-2000,-1500,1500,0
4553,284,-2000,-1500,1500,0
4554,284,-2000,-1500,1500,0
4555,284,-2000,-1500,1500,0
4556,284,-2000,-1500,1500,0
4557,284,-2000,-1500,1500,0
4558,284,-2000,-1500,1500,0
4559,285,-2000,-1500,1500,0
4560,285,-2000,-1500,1500,0
4561,285,-2000,-1500,1500,32
4562,285,-2000,-1500,1500,0
4563,285,-2000,-1500,1500,0
4564,285,-2000,-1500,1500,0
4565,285,-2000,-1500,1500,0
4566,285,-2000,-1500,1500,0
4567,285,-2000,-1500,1500,0
4568,285,-2000,-1500,1500,0
4569,285,-2000,-1500,1500,0
4570,285,-2000,-1500,1500,0
4571,285,-2000,-1500,1500,0
4572,285,-2000,-1500,1500,0
4573,285,-2000,-1500,1500,0
4574,285,-2000,-1500,1500,0
4575,286,-2000,-1500,1500,0
4576,286,-2000,-1500,1500,0
4577,286,-2000,-1500,1500,6
4578,286,-2000,-1500,1500,0
4579,286,-2000,-1500,1500,0
4580,286,-2000,-1500,1500,0
4581,286,-2000,-1500,1500,0
4582,286,-2000,-1500,1500,0
4583,286,-2000,-1500,1500,0
4584,286,-2000,-1500,1500,0
4585,286,-2000,-1500,1500,0
4586,286,-2000,-1500,1500,0
4587,286,-2000,-1500,1500,0
4588,286,-2000,-1500,1500,0
4589,286,-2000,-1500,1500,0
4590,286,-2000,-1500,1500,0
4591,287,-2000,-1500,1500,0
4592,287,-2000,-1500,1500,0
4593,287,-2000,-1500,1500,6
4594,287,-2000,-1500,1500,0
4595,287,-2000,-1500,1500,0
4596,287,-2000,-1500,1500,0
4597,287,-2000,-1500,1500,0
4598,287,-2000,-1500,1500,0
4599,287,-2000,-1500,1500,0
4600,287,-2000,-1500,1500,0
4601,287,-2000,-1500,1500,0
4602,287,-2000,-1500,1500,0
4603,287,-2000,-1500,1500,0
4604,287,-2000,-1500,1500,0
4605,287,-2000,-1500,1500,0
4606,287,-2000,-1500,1500,0
4607,288,-2000,-1500,1500,0
4608,288,-2000,-1500,1500,0
4609,288,-2000,-1500,1500,32
4610,288,-2000,-1500,1500,0
4611,288,-2000,-1500,1500,0
4612,288,-2000,-1500,1500,0
4613,288,-2000,-1500,1500,0
4614,288,-2000,-1500,1500,0
4615,288,-2000,-1500,1500,0
4616,288,-2000,-1500,1500,701
4617,288,-2000,-1500,1500,0
4618,288,-2000,-1500,1500,0
4619,288,-2000,-1500,1500,0
4620,288,-2000,-1500,1500,0
4621,288,-2000,-1500,1500,0
4622,288,-2000,-1500,1500,0
4623,289,-2000,-1500,1500,0
4624,289,-2000,-1500,1500,0
4625,289,-2000,-1500,1500,6
4626,289,-2000,-1500,1500,0
4627,289,-2000,-1500,1500,0
4628,289,-2000,-1500,1500,0
4629,289,-2000,-1500,1500,0
4630,289,-2000,-1500,1500,0
4631,289,-2000,-1500,1500,0
4632,289,-2000,-1500,1500,0
4633,289,-2000,-1500,1500,0
4634,289,-2000,-1500,1500,0
4635,289,-2000,-1500,1500,3
4636,289,-2000,-1500,1500,0
4637,289,-2000,-1500,1500,0
4638,289,-2000,-1500,1500,0
4639,290,-2000,-1500,1500,0
4640,290,-2000,-1500,1500,0
4641,290,-2000,-1500,1500,6
4642,290,-2000,-1500,1500,0
4643,290,-2000,-1500,1500,0
4644,290,-2000,-1500,1500,0
4645,290,-2000,-1500,1500,0
4646,290,-2000,-1500,1500,0
4647,290,-2000,-1500,1500,0
4648,290,-2000,-1500,1500,0
4649,290,-2000,-1500,1500,0
4650,290,-2000,-1500,1500,0
4651,290,-2000,-1500,1500,0
4652,290,-2000,-1500,1500,0
4653,290,-2000,-1500,1500,0
4654,290,-2000,-1500,1500,0
4655,291,-2000,-1500,1500,0
4656,291,-2000,-1500,1500,0
4657,291,-2000,-1500,1500,6
4658,291,-2000,-1500,1500,0
4659,291,-2000,-1500,1500,0
4660,291,-2000,-1500,1500,0
4661,291,-2000,-1500,1500,0
4662,291,-2000,-1500,1500,0
4663,291,-2000,-1500,1500,0
4664,291,-2000,-1500,1500,0
4665,291,-2000,-1500,1500,0
4666,291,-2000,-1500,1500,0
4667,291,-2000,-1500,1500,0
4668,291,-2000,-1500,1500,0
4669,291,-2000,-1500,1500,0
4670,291,-2000,-1500,1500,0
4671,292,-2000,-1500,1500,0
4672,292,-2000,-1500,1500,0
4673,292,-2000,-1500,1500,6
4674,292,-2000,-1500,1500,0
4675,292,-2000,-1500,1500,0
4676,292,-2000,-1500,1500,0
4677,292,-2000,-1500,1500,0
4678,292,-2000,-1500,1500,0
4679,292,-2000,-1500,1500,0
4680,292,-2000,-1500,1500,0
4681,292,-2000,-1500,1500,0
4682,292,-2000,-1500,1500,0
4683,292,-2000,-1500,1500,0
4684,292,-2000,-1500,1500,0
4685,292,-2000,-1500,1500,0
4686,292,-2000,-1500,1500,0
4687,293,-2000,-1500,1500,0
4688,293,-2000,-1500,1500,0
4689,293,-2000,-1500,1500,32
4690,293,-2000,-1500,1500,0
4691,293,-2000,-1500,1500,0
4692,293,-2000,-1500,1500,0
4693,293,-2000,-1500,1500,0
4694,293,-2000,-1500,1500,0
4695,293,-2000,-1500,1500,0
4696,293,-2000,-1500,1500,0
4697,293,-2000,-1500,1500,0
4698,293,-2000,-1500,1500,0
4699,293,-2000,-1500,1500,0
4700,293,-2000,-1500,1500,0
4701,293,-2000,-1500,1500,0
4702,293,-2000,-1500,1500,0
4703,294,-2000,-1500,1500,0
4704,294,-2000,-1500,1500,0
4705,294,-2000,-1500,1500,16
4706,294,-2000,-1500,1500,0
4707,294,-2000,-1500,1500,0
4708,294,-2000,-1500,1500,0
4709,294,-2000,-1500,1500,0
4710,294,-2000,-1500,1500,0
4711,294,-2000,-1500,1500,0
4712,294,-2000,-1500,1500,0
4713,294,-2000,-1500,1500,0
4714,294,-2000,-1500,1500,0
4715,294,-2000,-1500,1500,0
4716,294,-2000,-1500,1500,0
4717,294,-2000,-1500,1500,0
4718,294,-2000,-1500,1500,0
4719,295,-2000,-1500,1500,0
4720,295,-2000,-1500,1500,0
4721,295,-2000,-1500,1500,32
4722,295,-2000,-1500,1500,0
4723,295,-2000,-1500,1500,0
4724,295,-2000,-1500,1500,0
4725,295,-2000,-1500,1500,0
4726,295,-2000,-1500,1500,0
4727,295,-2000,-1500,1500,0
4728,295,-2000,-1500,1500,0
4729,295,-2000,-1500,1500,0
4730,295,-2000,-1500,1500,0
4731,295,-2000,-1500,1500,0
4732,295,-2000,-1500,1500,0
4733,295,-2000,-1500,1500,0
4734,295,-2000,-1500,1500,0
4735,296,-2000,-1500,1500,0
4736,296,-2000,-1500,1500,0
4737,296,-2000,-1500,1500,6
4738,296,-2000,-1500,1500,0
4739,296,-2000,-1500,1500,0
4740,296,-2000,-1500,1500,0
4741,296,-2000,-1500,1500,0
4742,296,-2000,-1500,1500,0
4743,296,-2000,-1500,1500,0
4744,296,-2000,-1500,1500,0
4745,296,-2000,-1500,1500,0
4746,296,-2000,-1500,1500,0
4747,296,-2000,-1500,1500,0
4748,296,-2000,-1500,1500,0
4749,296,-2000,-1500,1500,0
4750,296,-2000,-1500,1500,0
4751,297,-2000,-1500,1500,0
4752,297,-2000,-1500,1500,0
4753,297,-2000,-1500,1500,32
4754,297,-2000,-1500,1500,0
4755,297,-2000,-1500,1500,0
4756,297,-2000,-1500,1500,0
4757,297,-2000,-1500,1500,0
4758,297,-2000,-1500,1500,0
4759,297,-2000,-1500,1500,0
4760,297,-2000,-1500,1500,0
4761,297,-2000,-1500,1500,0
4762,297,-2000,-1500,1500,0
4763,297,-2000,-1500,1500,0
4764,297,-2000,-1500,1500,0
4765,297,-2000,-1500,1500,0
4766,297,-2000,-1500,1500,0
4767,298,-2000,-1500,1500,0
4768,298,-2000,-1500,1500,0
4769,298,-2000,-1500,1500,6
4770,298,-2000,-1500,1500,0
4771,298,-2000,-1500,1500,0
4772,298,-2000,-1500,1500,0
4773,298,-2000,-1500,1500,0
4774,298,-2000,-1500,1500,0
4775,298,-2000,-1500,1500,0
4776,298,-2000,-1500,1500,0
4777,298,-2000,-1500,1500,0
4778,298,-2000,-1500,1500,0
4779,298,-2000,-1500,1500,0
4780,298,-2000,-1500,1500,0
4781,298,-2000,-1500,1500,0
4782,298,-2000,-1500,1500,0
4783,299,-2000,-1500,1500,0
4784,299,-2000,-1500,1500,0
4785,299,-2000,-1500,1500,6
4786,299,-2000,-1500,1500,0
4787,299,-2000,-1500,1500,0
4788,299,-2000,-1500,1500,0
4789,299,-2000,-1500,1500,0
4790,299,-2000,-1500,1500,0
4791,299,-2000,-1500,1500,0
4792,299,-2000,-1500,1500,0
4793,299,-2000,-1500,1500,0
4794,299,-2000,-1500,1500,0
4795,299,-2000,-1500,1500,0
4796,299,-2000,-1500,1500,0
4797,299,-2000,-1500,1500,0
4798,299,-2000,-1500,1500,0
4799,300,-2000,-1500,1500,0
4800,300,-2000,-1500,1500,0
4801,300,-2000,-1500,1500,16
4802,300,-2000,-1500,1500,0
4803,300,-2000,-1500,1500,0
4804,300,-2000,-1500,1500,0
4805,300,-2000,-1500,1500,0
4806,300,-2000,-1500,1500,0
4807,300,-2000,-1500,1500,0
4808,300,-2000,-1500,1500,0
4809,300,-2000,-1500,1500,0
4810,300,-2000,-1500,1500,0
4811,300,-2000,-1500,1500,0
4812,300,-2000,-1500,1500,0
4813,300,-2000,-1500,1500,0
4814,300,-2000,-1500,1500,0
4815,301,-2000,-1500,1500,0
4816,301,-2000,-1500,1500,0
4817,301,-2000,-1500,1500,6
4818,301,-2000,-1500,1500,0
4819,301,-2000,-1500,1500,0
4820,301,-2000,-1500,1500,0
4821,301,-2000,-1500,1500,0
4822,301,-2000,-1500,1500,0
4823,301,-2000,-1500,1500,0
4824,301,-2000,-1500,1500,0
4825,301,-2000,-1500,1500,0
4826,301,-2000,-1500,1500,0
4827,301,-2000,-1500,1500,0
4828,301,-2000,-1500,1500,0
4829,301,-2000,-1500,1500,0
4830,301,-2000,-1500,1500,0
4831,302,-2000,-1500,1500,0
4832,302,-2000,-1500,1500,0
4833,302,-2000,-1500,1500,6
4834,302,-2000,-1500,1500,0
4835,302,-2000,-1500,1500,0
4836,302,-2000,-1500,1500,0
4837,302,-2000,-1500,1500,0
4838,302,-2000,-1500,1500,0
4839,302,-2000,-1500,1500,0
4840,302,-2000,-1500,1500,0
4841,302,-2000,-1500,1500,0
4842,302,-2000,-1500,1500,0
4843,302,-2000,-1500,1500,0
4844,302,-2000,-1500,1500,0
4845,302,-2000,-1500,1500,0
4846,302,-2000,-1500,1500,0
4847,303,-2000,-1500,1500,0
4848,303,-2000,-1500,1500,0
4849,303,-2000,-1500,1500,6
4850,303,-2000,-1500,1500,0
4851,303,-2000,-1500,1500,0
4852,303,-2000,-1500,1500,0
4853,303,-2000,-1500,1500,0
4854,303,-2000,-1500,1500,0
4855,303,-2000,-1500,1500,0
4856,303,-2000,-1500,1500,0
4857,303,-2000,-1500,1500,0
4858,303,-2000,-1500,1500,0
4859,303,-2000,-1500,1500,0
4860,303,-2000,-1500,1500,0
4861,303,-2000,-1500,1500,0
4862,303,-2000,-1500,1500,0
4863,304,-2000,-1500,1500,0
4864,304,-2000,-1500,1500,0
4865,304,-2000,-1500,1500,16
4866,304,-2000,-1500,1500,0
4867,304,-2000,-1500,1500,0
4868,304,-2000,-1500,1500,0
4869,304,-2000,-1500,1500,0
4870,304,-2000,-1500,1500,0
4871,304,-2000,-1500,1500,0
4872,304,-2000,-1500,1500,0
4873,304,-2000,-1500,1500,0
4874,304,-2000,-1500,1500,0
4875,304,-2000,-1500,1500,0
4876,304,-2000,-1500,1500,0
4877,304,-2000,-1500,1500,0
4878,304,-2000,-1500,1500,0
4879,305,-2000,-1500,1500,0
4880,305,-2000,-1500,1500,0
4881,305,-2000,-1500,1500,16
4882,305,-2000,-1500,1500,0
4883,305,-2000,-1500,1500,0
4884,305,-2000,-1500,1500,0
4885,305,-2000,-1500,1500,0
4886,305,-2000,-1500,1500,0
4887,305,-2000,-1500,1500,0
4888,305,-2000,-1500,1500,0
4889,305,-2000,-1500,1500,0
4890,305,-2000,-1500,1500,0
4891,305,-2000,-1500,1500,0
4892,305,-2000,-1500,1500,0
4893,305,-2000,-1500,1500,0
4894,305,-2000,-1500,1500,0
4895,306,-2000,-1500,1500,0
4896,306,-2000,-1500,1500,0
4897,306,-2000,-1500,1500,16
4898,306,-2000,-1500,1500,0
4899,306,-2000,-1500,1500,0
4900,306,-2000,-1500,1500,0
4901,306,-2000,-1500,1500,0
4902,306,-2000,-1500,1500,0
4903,306,-2000,-1500,1500,0
4904,306,-2000,-1500,1500,0
4905,306,-2000,-1500,1500,0
4906,306,-2000,-1500,1500,0
4907,306,-2000,-1500,1500,3
4908,306,-2000,-1500,1500,0
4909,306,-2000,-1500,1500,0
4910,306,-2000,-1500,1500,0
4911,307,-2000,-1500,1500,0
4912,307,-2000,-1500,1500,0
4913,307,-2000,-1500,1500,6
4914,307,-2000,-1500,1500,0
4915,307,-2000,-1500,1500,0
4916,307,-2000,-1500,1500,0
4917,307,-2000,-1500,1500,0
4918,307,-2000,-1500,1500,0
4919,307,-2000,-1500,1500,0
4920,307,-2000,-1500,1500,0
4921,307,-2000,-1500,1500,0
4922,307,-2000,-1500,1500,0
4923,307,-2000,-1500,1500,0
4924,307,-2000,-1500,1500,0
4925,307,-2000,-1500,1500,0
4926,307,-2000,-1500,1500,0
4927,308,-2000,-1500,1500,0
4928,308,-2000,-1500,1500,0
4929,308,-2000,-1500,1500,6
4930,308,-2000,-1500,1500,0
4931,308,-2000,-1500,1500,0
4932,308,-2000,-1500,1500,0
4933,308,-2000,-1500,1500,0
4934,308,-2000,-1500,1500,0
4935,308,-2000,-1500,1500,0
4936,308,-2000,-1500,1500,0
4937,308,-2000,-1500,1500,0
4938,308,-2000,-1500,1500,0
4939,308,-2000,-1500,1500,0
4940,308,-2000,-1500,1500,0
4941,308,-2000,-1500,1500,0
4942,308,-2000,-1500,1500,0
4943,309,-2000,-1500,1500,0
4944,309,-2000,-1500,1500,0
4945,309,-2000,-1500,1500,6
4946,309,-2000,-1500,1500,0
4947,309,-2000,-1500,1500,0
4948,309,-2000,-1500,1500,0
4949,309,-2000,-1500,1500,0
4950,309,-2000,-1500,1500,0
4951,309,-2000,-1500,1500,0
4952,309,-2000,-1500,1500,0
4953,309,-2000,-1500,1500,0
4954,309,-2000,-1500,1500,0
4955,309,-2000,-1500,1500,0
4956,309,-2000,-1500,1500,0
4957,309,-2000,-1500,1500,0
4958,309,-2000,-1500,1500,0
4959,310,-2000,-1500,1500,0
4960,310,-2000,-1500,1500,0
4961,310,-2000,-1500,1500,6
4962,310,-2000,-1500,1500,0
4963,310,-2000,-1500,1500,0
4964,310,-2000,-1500,1500,0
4965,310,-2000,-1500,1500,0
4966,310,-2000,-1500,1500,0
4967,310,-2000,-1500,1500,0
4968,310,-2000,-1500,1500,0
4969,310,-2000,-1500,1500,0
4970,310,-2000,-1500,1500,0
4971,310,-2000,-1500,1500,0
4972,310,-2000,-1500,1500,0
4973,310,-2000,-1500,1500,0
4974,310,-2000,-1500,1500,0
4975,311,-2000,-1500,1500,0
4976,311,-2000,-1500,1500,0
4977,311,-2000,-1500,1500,16
4978,311,-2000,-1500,1500,0
4979,311,-2000,-1500,1500,0
4980,311,-2000,-1500,1500,0
4981,311,-2000,-1500,1500,0
4982,311,-2000,-1500,1500,0
4983,311,-2000,-1500,1500,0
4984,311,-2000,-1500,1500,0
4985,311,-2000,-1500,1500,0
4986,311,-2000,-1500,1500,0
4987,311,-2000,-1500,1500,0
4988,311,-2000,-1500,1500,0
4989,311,-2000,-1500,1500,0
4990,311,-2000,-1500,1500,0
4991,312,-2000,-1500,1500,0
4992,312,-2000,-1500,1500,0
4993,312,-2000,-1500,1500,6
4994,312,-2000,-1500,1500,0
4995,312,-2000,-1500,1500,0
4996,312,-2000,-1500,1500,0
4997,312,-2000,-1500,1500,0
4998,312,-2000,-1500,1500,0
4999,312,-2000,-1500,1500,0
5000,312,-2000,-1500,1500,0
